"name","brand","category","subcategory","gender","price","currency","color","material","sizes","description","product_url","photo_url"
"Kamala sequin mini dress","Retrofete","tops","","female","101000","RUB","Pink","","","Retrofete Kamala sequin mini dress | Pink | lavender | floral appliqués | sequin embellishment | V-neck | criss-cross straps | scalloped trim | Polyester | Cocktail & Party Dresses | Dresses | Clothing | Women","https://www.farfetch.com/de/shopping/women/retrofete-kamala-sequin-mini-dress-item-32016824.aspx","https://cdn-images.farfetch-contents.com/32/01/68/24/32016824_64907285_1000.jpg"
"Pandorea layered floral mini dress","Aje","tops","","female","80000","RUB","White","","","Aje Pandorea layered floral mini dress | White | blue/white | floral print | layered | ruffle detail | thin straps | Polyester/Cotton/Polyester | Evening Dresses | Dresses | Clothing | Women","https://www.farfetch.com/de/shopping/women/aje-pandorea-layered-floral-mini-dress-item-33287634.aspx","https://cdn-images.farfetch-contents.com/33/28/76/34/33287634_66604796_1000.jpg"
"strapless draped gown","Ermanno Scervino","tops","","female","440000","RUB","Pink","","","Ermanno Scervino strapless draped gown | Pink | tan pink | side zip fastening | strapless | Silk | Cocktail & Party Dresses | Evening Dresses | Dresses | Clothing | Women","https://www.farfetch.com/de/shopping/women/ermanno-scervino-strapless-draped-gown-item-27520796.aspx","https://cdn-images.farfetch-contents.com/27/52/07/96/27520796_57429173_1000.jpg"
"floral-print belted shirt dress","Self-Portrait","tops","","female","171000","RUB","Yellow","","","Self-Portrait floral-print belted shirt dress | Yellow | yellow | all-over floral print | front button fastening | belted waist | short sleeves | spread collar | Cotton/Linen/Flax/Polyester | Day Dresses | Dresses | Clothing | Women","https://www.farfetch.com/de/shopping/women/self-portrait-floral-print-belted-shirt-dress-item-32625299.aspx","https://cdn-images.farfetch-contents.com/32/62/52/99/32625299_66339456_1000.jpg"
"Orchidee and Soleil-print silk dress with cape","PUCCI","tops","","female","226000","RUB","Blue","","","PUCCI Orchidee and Soleil-print silk dress with cape | Blue | A dress with a strong visual impact that plays with volume and movement. Made from silk twill, it features a cape/shawl that delicately envelops the shoulders and flowing, angled sleeves, creating a dynamic and airy silhouette. The Orchidee and Soleil print, in pale blue, run across the garment with a light and refined luminosity, emphasizing the feeling of continuity and lightness. | pale blue | 100% silk | cape on the shoulders | flowing, angled sleeves | made in Italy | To offer you a unique Pucci garment, we use an all-over print that makes the product unrepeatable. Therefore, the pattern print may vary from the one displayed in the photo. | Silk | Day Dresses | Dresses | Clothing | Women","https://www.farfetch.com/de/shopping/women/pucci-orchidee-and-soleil-print-silk-dress-with-cape-item-34727724.aspx","https://cdn-images.farfetch-contents.com/34/72/77/24/34727724_65926946_1000.jpg"
"corset maxi dress","Ana Radu","tops","","female","57000","RUB","Neutrals","","","Ana Radu corset maxi dress | Neutrals | beige | strapless | corset detail | ruched detail | Polyester | Evening Dresses | Dresses | Clothing | Women","https://www.farfetch.com/de/shopping/women/ana-radu-corset-maxi-dress-item-32428314.aspx","https://cdn-images.farfetch-contents.com/32/42/83/14/32428314_62447534_1000.jpg"
"lace-panelled midi dress","The Attico","tops","","female","236000","RUB","Brown","","","The Attico lace-panelled midi dress | Brown | brown | panelled design | scalloped trim | adjustable straps | Polyamide/Elastane/Polyamide/Elastane | Cocktail & Party Dresses | Dresses | Clothing | Women","https://www.farfetch.com/de/shopping/women/the-attico-lace-panelled-midi-dress-item-34438326.aspx","https://cdn-images.farfetch-contents.com/34/43/83/26/34438326_65893890_1000.jpg"
"lace-trim corset gown","NISSA","tops","","female","84000","RUB","Black","","","NISSA lace-trim corset gown | Black | black | chiffon skirt | lace trim | sequin embellishments | Polyamide/Elastane | Evening Dresses | Dresses | Clothing | Women","https://www.farfetch.com/de/shopping/women/nissa-lace-trim-corset-gown-item-33093970.aspx","https://cdn-images.farfetch-contents.com/33/09/39/70/33093970_63571087_1000.jpg"
"Karol cocktail dress","HAMZA","tops","","female","85000","RUB","Black","","","HAMZA Karol cocktail dress | Black | black | lace detail | hooded | long sleeves | V-neck | fitted waist | Fabric | Cocktail & Party Dresses | Dresses | Clothing | Women","https://www.farfetch.com/de/shopping/women/hamza-karol-cocktail-dress-item-34155327.aspx","https://cdn-images.farfetch-contents.com/34/15/53/27/34155327_65134567_1000.jpg"
"Nicole pleated black mini tailored blazer dress","Manière De Voir","tops","","female","39000","RUB","Black","","","Manière De Voir Nicole pleated black mini tailored blazer dress | Black | black | blazer style | pleated skirt | gold-tone buttons | long sleeves | Polyester/Wool/Rayon/Elastane | Cocktail & Party Dresses | Dresses | Clothing | Women","https://www.farfetch.com/de/shopping/women/maniere-de-voir-nicole-pleated-black-mini-tailored-blazer-dress-item-32280847.aspx","https://cdn-images.farfetch-contents.com/32/28/08/47/32280847_64190464_1000.jpg"
"V-neck long-sleeve maxi dress","Elisabetta Franchi","tops","","female","61000","RUB","Black","","","Elisabetta Franchi V-neck long-sleeve maxi dress | Black | black | gold-tone hardware | long sleeves | V-neck | draped detailing | floor-length | Cupro/Elastane | Evening Dresses | Dresses | Clothing | Women","https://www.farfetch.com/de/shopping/women/elisabetta-franchi-v-neck-long-sleeve-maxi-dress-item-33390344.aspx","https://cdn-images.farfetch-contents.com/33/39/03/44/33390344_64380295_1000.jpg"
"appliqué maxi dress","Ermanno Scervino","tops","","female","377000","RUB","Purple","","","Ermanno Scervino appliqué maxi dress | Purple | mauve purple | appliqué detail | spaghetti straps | V-neck | zip fastening | Silk | Evening Dresses | Dresses | Clothing | Women","https://www.farfetch.com/de/shopping/women/ermanno-scervino-applique-maxi-dress-item-33592574.aspx","https://cdn-images.farfetch-contents.com/33/59/25/74/33592574_65090499_1000.jpg"
"Edda lace mini dress","Retrofete","tops","","female","142000","RUB","Gold","","","Retrofete Edda lace mini dress | Gold | gold | lace detail | sequin embellishment | sleeveless | V-neck | Polyester/Nylon/Spandex/Elastane | Cocktail & Party Dresses | Dresses | Clothing | Women","https://www.farfetch.com/de/shopping/women/retrofete-edda-lace-mini-dress-item-32016821.aspx","https://cdn-images.farfetch-contents.com/32/01/68/21/32016821_65211041_1000.jpg"
"Eolia maxi dress","Taller Marmo","tops","","female","485000","RUB","Purple","","","Taller Marmo Eolia maxi dress | Purple | plum | flared sleeves | boat neck | back slit | Acetate/Viscose | Evening Dresses | Dresses | Clothing | Women","https://www.farfetch.com/de/shopping/women/taller-marmo-eolia-maxi-dress-item-33130049.aspx","https://cdn-images.farfetch-contents.com/33/13/00/49/33130049_63570057_1000.jpg"
